kegg_annotation_id	name	definition	pathway	module
K00210	E1.3.1.12	prephenate dehydrogenase [EC:1.3.1.12]	ko00400  Phenylalanine, tyrosine and tryptophan biosynthesis	M00025  Tyrosine biosynthesis, chorismate => tyrosine
K00211	TYR1	prephenate dehydrogenase (NADP+) [EC:1.3.1.13]	ko00400  Phenylalanine, tyrosine and tryptophan biosynthesis	
K00212	AKR1C1	20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase [EC:1.1.1.149 1.1.1.357 1.3.1.20]	ko00140  Steroid hormone biosynthesis	
K00213	DHCR7	7-dehydrocholesterol reductase [EC:1.3.1.21]	ko00100  Steroid biosynthesis	M00101  Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
K00214	BLVRA, bvdR	biliverdin reductase [EC:1.3.1.24]	ko00860  Porphyrin and chlorophyll metabolism	
K00215	dapB	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	ko00261  Monobactam biosynthesis	M00016  Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
K00216	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]	ko01053  Biosynthesis of siderophore group nonribosomal peptides	
K00217	E1.3.1.32	maleylacetate reductase [EC:1.3.1.32]	ko00361  Chlorocyclohexane and chlorobenzene degradation	
K00218	por	protochlorophyllide reductase [EC:1.3.1.33]	ko00860  Porphyrin and chlorophyll metabolism	
K00219	fadH	2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]		
K00220	tyrC	cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	ko00400  Phenylalanine, tyrosine and tryptophan biosynthesis	M00040  Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine
K00221	E4.99.1.2	alkylmercury lyase [EC:4.99.1.2]		
K00222	TM7SF2, ERG24	Delta14-sterol reductase [EC:1.3.1.70]	ko00100  Steroid biosynthesis	M00101  Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
K00223	ERG4	Delta24(24(1))-sterol reductase [EC:1.3.1.71]	ko00100  Steroid biosynthesis	M00102  Ergocalciferol biosynthesis
K00225	GLDH	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	ko00053  Ascorbate and aldarate metabolism	M00114  Ascorbate biosynthesis, plants, glucose-6P => ascorbate
K00226	pyrD	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	ko00240  Pyrimidine metabolism	M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
K00227	SC5DL, ERG3	Delta7-sterol 5-desaturase [EC:1.14.19.20]	ko00100  Steroid biosynthesis	M00101  Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
K00228	CPOX, hemF	coproporphyrinogen III oxidase [EC:1.3.3.3]	ko00860  Porphyrin and chlorophyll metabolism	M00121  Heme biosynthesis, glutamate => protoheme/siroheme
K00230	hemG	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	ko00860  Porphyrin and chlorophyll metabolism	M00121  Heme biosynthesis, glutamate => protoheme/siroheme
K00231	PPOX, hemY	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	ko00860  Porphyrin and chlorophyll metabolism	M00121  Heme biosynthesis, glutamate => protoheme/siroheme
K00232	E1.3.3.6, ACOX1, ACOX3	acyl-CoA oxidase [EC:1.3.3.6]	ko00071  Fatty acid degradation	M00087  beta-Oxidation
K00234	SDHA, SDH1	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00235	SDHB, SDH2	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00236	SDHC, SDH3	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00237	SDHD, SDH4	succinate dehydrogenase (ubiquinone) membrane anchor subunit	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00239	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00240	sdhB, frdB	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00241	sdhC, frdC	succinate dehydrogenase / fumarate reductase, cytochrome b subunit	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00242	sdhD, frdD	succinate dehydrogenase / fumarate reductase, membrane anchor subunit	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00243	K00243	uncharacterized protein		
K00244	frdA	fumarate reductase flavoprotein subunit [EC:1.3.5.4]	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00245	frdB	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00246	frdC	fumarate reductase subunit C	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00247	frdD	fumarate reductase subunit D	ko00020  Citrate cycle (TCA cycle)	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00248	ACADS, bcd	butyryl-CoA dehydrogenase [EC:1.3.8.1]	ko00071  Fatty acid degradation	
K00249	ACADM, acd	acyl-CoA dehydrogenase [EC:1.3.8.7]	ko00071  Fatty acid degradation	M00013  Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
K00251	AKR1D1	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]	ko00120  Primary bile acid biosynthesis	M00104  Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
K00252	GCDH, gcdH	glutaryl-CoA dehydrogenase [EC:1.3.8.6]	ko00071  Fatty acid degradation	M00032  Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
K00253	IVD, ivd	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	ko00280  Valine, leucine and isoleucine degradation	M00036  Leucine degradation, leucine => acetoacetate + acetyl-CoA
K00254	DHODH, pyrD	dihydroorotate dehydrogenase [EC:1.3.5.2]	ko00240  Pyrimidine metabolism	M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
K00255	ACADL	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]	ko00071  Fatty acid degradation	M00087  beta-Oxidation
K00256	E1.3.99.16	isoquinoline 1-oxidoreductase [EC:1.3.99.16]		
K00257	mbtN, fadE14	acyl-ACP dehydrogenase [EC:1.3.99.-]		
K00259	ald	alanine dehydrogenase [EC:1.4.1.1]	ko00250  Alanine, aspartate and glutamate metabolism	
K00260	gudB, rocG	glutamate dehydrogenase [EC:1.4.1.2]	ko00220  Arginine biosynthesis	
K00261	GLUD1_2, gdhA	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	ko00220  Arginine biosynthesis	M00740  Methylaspartate cycle
K00262	E1.4.1.4, gdhA	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	ko00220  Arginine biosynthesis	
K00263	E1.4.1.9	leucine dehydrogenase [EC:1.4.1.9]	ko00280  Valine, leucine and isoleucine degradation	
K00264	GLT1	glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14]	ko00250  Alanine, aspartate and glutamate metabolism	
K00265	gltB	glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]	ko00250  Alanine, aspartate and glutamate metabolism	
K00266	gltD	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	ko00250  Alanine, aspartate and glutamate metabolism	
K00270	pdh	phenylalanine dehydrogenase [EC:1.4.1.20]	ko00350  Tyrosine metabolism	
K00271	vdh	valine dehydrogenase (NAD+) [EC:1.4.1.23]	ko00280  Valine, leucine and isoleucine degradation	
K00272	DDO	D-aspartate oxidase [EC:1.4.3.1]	ko00250  Alanine, aspartate and glutamate metabolism	
K00273	DAO, aao	D-amino-acid oxidase [EC:1.4.3.3]	ko00260  Glycine, serine and threonine metabolism	
K00274	MAO, aofH	monoamine oxidase [EC:1.4.3.4]	ko00260  Glycine, serine and threonine metabolism	M00135  GABA biosynthesis, eukaryotes, putrescine => GABA
K00275	pdxH, PNPO	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	ko00750  Vitamin B6 metabolism	M00124  Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
K00276	AOC3, AOC2, tynA	primary-amine oxidase [EC:1.4.3.21]	ko00260  Glycine, serine and threonine metabolism	
K00277	LOX	protein-lysine 6-oxidase [EC:1.4.3.13]		
K00278	nadB	L-aspartate oxidase [EC:1.4.3.16]	ko00250  Alanine, aspartate and glutamate metabolism	M00115  NAD biosynthesis, aspartate => NAD
K00279	CKX	cytokinin dehydrogenase [EC:1.5.99.12]	ko00908  Zeatin biosynthesis	
K00280	LOXL2_3_4	lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]		
K00281	GLDC, gcvP	glycine dehydrogenase [EC:1.4.4.2]	ko00260  Glycine, serine and threonine metabolism	M00532  Photorespiration
K00282	gcvPA	glycine dehydrogenase subunit 1 [EC:1.4.4.2]	ko00260  Glycine, serine and threonine metabolism	
K00283	gcvPB	glycine dehydrogenase subunit 2 [EC:1.4.4.2]	ko00260  Glycine, serine and threonine metabolism	
K00284	E1.4.7.1	glutamate synthase (ferredoxin) [EC:1.4.7.1]	ko00630  Glyoxylate and dicarboxylate metabolism	
K00285	dadA	D-amino-acid dehydrogenase [EC:1.4.5.1]	ko00360  Phenylalanine metabolism	
K00286	proC	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	ko00330  Arginine and proline metabolism	M00015  Proline biosynthesis, glutamate => proline
K00287	DHFR, folA	dihydrofolate reductase [EC:1.5.1.3]	ko00670  One carbon pool by folate	M00126  Tetrahydrofolate biosynthesis, GTP => THF
K00288	MTHFD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]	ko00670  One carbon pool by folate	M00141  C1-unit interconversion, eukaryotes
K00289	E1.5.1.6, FTHFD	formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]	ko00670  One carbon pool by folate	
K00290	LYS1	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	ko00300  Lysine biosynthesis	M00030  Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K00293	LYS9	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]	ko00300  Lysine biosynthesis	M00030  Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine
K00294	E1.2.1.88	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	ko00250  Alanine, aspartate and glutamate metabolism	
K00295	MTD1	methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]	ko00670  One carbon pool by folate	
K00297	metF, MTHFR	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	ko00670  One carbon pool by folate	M00377  Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K00298	ceo	N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]		
K00299	ssuE	FMN reductase [EC:1.5.1.38]	ko00740  Riboflavin metabolism	
K00301	E1.5.3.1	sarcosine oxidase [EC:1.5.3.1]	ko00260  Glycine, serine and threonine metabolism	
K00302	soxA	sarcosine oxidase, subunit alpha [EC:1.5.3.1]	ko00260  Glycine, serine and threonine metabolism	
K00303	soxB	sarcosine oxidase, subunit beta [EC:1.5.3.1]	ko00260  Glycine, serine and threonine metabolism	
K00304	soxD	sarcosine oxidase, subunit delta [EC:1.5.3.1]	ko00260  Glycine, serine and threonine metabolism	
K00305	soxG	sarcosine oxidase, subunit gamma [EC:1.5.3.1]	ko00260  Glycine, serine and threonine metabolism	
K00306	PIPOX	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	ko00260  Glycine, serine and threonine metabolism	
K00308	PAOX	N1-acetylpolyamine oxidase [EC:1.5.3.13]	ko04146  Peroxisome	
K00311	ETFDH	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]		
K00312	WNT3	wingless-type MMTV integration site family, member 3	ko04150  mTOR signaling pathway	M00677  Wnt signaling
K00313	fixC	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]		
K00314	SARDH	sarcosine dehydrogenase [EC:1.5.8.3]	ko00260  Glycine, serine and threonine metabolism	
K00315	DMGDH	dimethylglycine dehydrogenase [EC:1.5.8.4]	ko00260  Glycine, serine and threonine metabolism	
K00316	spdH	spermidine dehydrogenase [EC:1.5.99.6]	ko00330  Arginine and proline metabolism	
K00317	dmd-tmd	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]	ko00680  Methane metabolism	
K00318	PRODH	proline dehydrogenase [EC:1.5.-.-]	ko00330  Arginine and proline metabolism	
K00319	mtd	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]	ko00680  Methane metabolism	M00567  Methanogenesis, CO2 => methane
K00320	mer	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]	ko00680  Methane metabolism	M00567  Methanogenesis, CO2 => methane
K00322	sthA, udhA	NAD(P) transhydrogenase [EC:1.6.1.1]	ko00760  Nicotinate and nicotinamide metabolism	
K00323	NNT	NAD(P) transhydrogenase [EC:1.6.1.2]	ko00760  Nicotinate and nicotinamide metabolism	
K00324	pntA	NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	ko00760  Nicotinate and nicotinamide metabolism	
K00325	pntB	NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]	ko00760  Nicotinate and nicotinamide metabolism	
K00326	E1.6.2.2	cytochrome-b5 reductase [EC:1.6.2.2]	ko00520  Amino sugar and nucleotide sugar metabolism	
K00327	POR	NADPH-ferrihemoprotein reductase [EC:1.6.2.4]		
K00329	E1.6.5.3	NADH dehydrogenase [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	
K00330	nuoA	NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00331	nuoB	NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00332	nuoC	NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00333	nuoD	NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00334	nuoE	NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00335	nuoF	NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00336	nuoG	NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00337	nuoH	NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00338	nuoI	NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00339	nuoJ	NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00340	nuoK	NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00341	nuoL	NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00342	nuoM	NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00343	nuoN	NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]	ko00190  Oxidative phosphorylation	M00144  NADH:quinone oxidoreductase, prokaryotes
K00344	qor, CRYZ	NADPH2:quinone reductase [EC:1.6.5.5]		
K00346	nqrA	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:1.6.5.8]		
K00347	nqrB	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:1.6.5.8]		
K00348	nqrC	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:1.6.5.8]		
K00349	nqrD	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:1.6.5.8]		
K00350	nqrE	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:1.6.5.8]		
K00351	nqrF	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:1.6.5.8]		
K00354	E1.6.99.1	NADPH2 dehydrogenase [EC:1.6.99.1]		
K00355	NQO1	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	ko00130  Ubiquinone and other terpenoid-quinone biosynthesis	
K00356	E1.6.99.3	NADH dehydrogenase [EC:1.6.99.3]	ko00190  Oxidative phosphorylation	
K00357	QDPR	dihydropteridine reductase [EC:1.5.1.34]	ko00790  Folate biosynthesis	
K00360	nasB	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]	ko00910  Nitrogen metabolism	M00531  Assimilatory nitrate reduction, nitrate => ammonia
K00362	nirB	nitrite reductase (NADH) large subunit [EC:1.7.1.15]	ko00910  Nitrogen metabolism	M00530  Dissimilatory nitrate reduction, nitrate => ammonia
K00363	nirD	nitrite reductase (NADH) small subunit [EC:1.7.1.15]	ko00910  Nitrogen metabolism	M00530  Dissimilatory nitrate reduction, nitrate => ammonia
K00364	E1.7.1.7, guaC	GMP reductase [EC:1.7.1.7]	ko00230  Purine metabolism	
K00365	uaZ	urate oxidase [EC:1.7.3.3]	ko00230  Purine metabolism	M00546  Purine degradation, xanthine => urea
K00366	nirA	ferredoxin-nitrite reductase [EC:1.7.7.1]	ko00910  Nitrogen metabolism	M00531  Assimilatory nitrate reduction, nitrate => ammonia
K00367	narB	ferredoxin-nitrate reductase [EC:1.7.7.2]	ko00910  Nitrogen metabolism	M00531  Assimilatory nitrate reduction, nitrate => ammonia
K00368	nirK	nitrite reductase (NO-forming) [EC:1.7.2.1]	ko00910  Nitrogen metabolism	M00529  Denitrification, nitrate => nitrogen
K00370	narG, narZ, nxrA	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	ko00910  Nitrogen metabolism	M00529  Denitrification, nitrate => nitrogen
K00371	narH, narY, nxrB	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	ko00910  Nitrogen metabolism	M00529  Denitrification, nitrate => nitrogen
K00372	nasA	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	ko00910  Nitrogen metabolism	M00531  Assimilatory nitrate reduction, nitrate => ammonia
K00373	narJ, narW	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	ko02020  Two-component system	
K00374	narI, narV	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	ko00910  Nitrogen metabolism	M00529  Denitrification, nitrate => nitrogen
K00375	K00375	GntR family transcriptional regulator / MocR family aminotransferase		
K00376	nosZ	nitrous-oxide reductase [EC:1.7.2.4]	ko00910  Nitrogen metabolism	M00529  Denitrification, nitrate => nitrogen
K00380	cysJ	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	ko00920  Sulfur metabolism	M00176  Assimilatory sulfate reduction, sulfate => H2S
K00381	cysI	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	ko00920  Sulfur metabolism	M00176  Assimilatory sulfate reduction, sulfate => H2S
K00382	DLD, lpd, pdhD	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	ko00010  Glycolysis / Gluconeogenesis	M00009  Citrate cycle (TCA cycle, Krebs cycle)
K00383	GSR, gor	glutathione reductase (NADPH) [EC:1.8.1.7]	ko00480  Glutathione metabolism	
K00384	trxB, TRR	thioredoxin reductase (NADPH) [EC:1.8.1.9]	ko00450  Selenocompound metabolism	
K00385	asrC	anaerobic sulfite reductase subunit C	ko00920  Sulfur metabolism	
K00387	SUOX	sulfite oxidase [EC:1.8.3.1]	ko00920  Sulfur metabolism	
K00389	yidH	putative membrane protein		
K00390	cysH	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	ko00920  Sulfur metabolism	M00176  Assimilatory sulfate reduction, sulfate => H2S
K00392	sir	sulfite reductase (ferredoxin) [EC:1.8.7.1]	ko00920  Sulfur metabolism	M00176  Assimilatory sulfate reduction, sulfate => H2S
K00394	aprA	adenylylsulfate reductase, subunit A [EC:1.8.99.2]	ko00920  Sulfur metabolism	M00596  Dissimilatory sulfate reduction, sulfate => H2S
K00395	aprB	adenylylsulfate reductase, subunit B [EC:1.8.99.2]	ko00920  Sulfur metabolism	M00596  Dissimilatory sulfate reduction, sulfate => H2S
K00399	mcrA	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	ko00680  Methane metabolism	M00356  Methanogenesis, methanol => methane
K00400	K00400	methyl coenzyme M reductase system, component A2	ko00680  Methane metabolism	
K00401	mcrB	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	ko00680  Methane metabolism	M00356  Methanogenesis, methanol => methane
K00402	mcrG	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	ko00680  Methane metabolism	M00356  Methanogenesis, methanol => methane
K00404	ccoN	cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]	ko00190  Oxidative phosphorylation	M00156  Cytochrome c oxidase, cbb3-type
K00405	ccoO	cytochrome c oxidase cbb3-type subunit II	ko00190  Oxidative phosphorylation	M00156  Cytochrome c oxidase, cbb3-type
K00406	ccoP	cytochrome c oxidase cbb3-type subunit III	ko00190  Oxidative phosphorylation	M00156  Cytochrome c oxidase, cbb3-type
K00407	ccoQ	cytochrome c oxidase cbb3-type subunit IV	ko00190  Oxidative phosphorylation	M00156  Cytochrome c oxidase, cbb3-type
K00408	WNT4	wingless-type MMTV integration site family, member 4	ko04150  mTOR signaling pathway	M00677  Wnt signaling
K00410	fbcH	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	ko00190  Oxidative phosphorylation	M00151  Cytochrome bc1 complex respiratory unit
K00411	UQCRFS1, RIP1, petA	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]	ko00190  Oxidative phosphorylation	M00151  Cytochrome bc1 complex respiratory unit
K00412	CYTB, petB	ubiquinol-cytochrome c reductase cytochrome b subunit	ko00190  Oxidative phosphorylation	M00151  Cytochrome bc1 complex respiratory unit
K00413	CYC1, CYT1, petC	ubiquinol-cytochrome c reductase cytochrome c1 subunit	ko00190  Oxidative phosphorylation	M00151  Cytochrome bc1 complex respiratory unit
